Date,PredictLabel,PredictLabelMean,PredictLabel1,PredictLabel5,PredictLabel10,PredictLabel15,PredictLabel20,PredictLabel30
2015/12/11,['nan' '0.12' '0.14' '0.31' '0.05' '0.04' '0.1'],0.12666666666666668,0.1,0.04,0.05,0.31,0.14,0.12
2015/12/14,['nan' '0.13' '0.15' '0.36' '0.05' '0.04' '0.1'],0.13833333333333334,0.1,0.04,0.05,0.36,0.15,0.13
2015/12/15,['nan' '0.13' '0.15' '0.36' '0.06' '0.04' '0.1'],0.13999999999999999,0.1,0.04,0.06,0.36,0.15,0.13
2015/12/16,['nan' '0.13' '0.14' '0.37' '0.12' '0.05' '0.1'],0.15166666666666667,0.1,0.05,0.12,0.37,0.14,0.13
2015/12/17,['nan' '0.14' '0.14' '0.35' '0.21' '0.06' '0.09'],0.16499999999999998,0.09,0.06,0.21,0.35,0.14,0.14
2015/12/18,['nan' '0.16' '0.14' '0.35' '0.33' '0.08' '0.09'],0.19166666666666668,0.09,0.08,0.33,0.35,0.14,0.16
2015/12/21,['nan' '0.18' '0.14' '0.35' '0.36' '0.21' '0.09'],0.22166666666666665,0.09,0.21,0.36,0.35,0.14,0.18
2015/12/22,['nan' '0.18' '0.16' '0.35' '0.36' '0.23' '0.09'],0.2283333333333333,0.09,0.23,0.36,0.35,0.16,0.18
2015/12/23,['nan' '0.18' '0.18' '0.35' '0.36' '0.24' '0.09'],0.2333333333333333,0.09,0.24,0.36,0.35,0.18,0.18
2015/12/24,['nan' '0.19' '0.17' '0.35' '0.36' '0.24' '0.09'],0.2333333333333333,0.09,0.24,0.36,0.35,0.17,0.19
2015/12/25,['nan' '0.19' '0.17' '0.35' '0.35' '0.24' '0.09'],0.2316666666666667,0.09,0.24,0.35,0.35,0.17,0.19
2015/12/28,['nan' '0.19' '0.17' '0.35' '0.36' '0.24' '0.09'],0.2333333333333333,0.09,0.24,0.36,0.35,0.17,0.19
2015/12/29,['nan' '0.19' '0.18' '0.35' '0.37' '0.24' '0.1'],0.2383333333333333,0.1,0.24,0.37,0.35,0.18,0.19
2015/12/30,['nan' '0.19' '0.17' '0.35' '0.37' '0.24' '0.24'],0.26,0.24,0.24,0.37,0.35,0.17,0.19
2015/12/31,['nan' '0.19' '0.17' '0.39' '0.36' '0.31' '0.24'],0.27666666666666667,0.24,0.31,0.36,0.39,0.17,0.19
2016/01/04,['nan' '0.19' '0.17' '0.41' '0.36' '0.32' '0.24'],0.2816666666666667,0.24,0.32,0.36,0.41,0.17,0.19
2016/01/05,['nan' '0.19' '0.17' '0.41' '0.36' '0.34' '0.24'],0.285,0.24,0.34,0.36,0.41,0.17,0.19
2016/01/06,['nan' '0.19' '0.17' '0.38' '0.36' '0.33' '0.24'],0.2783333333333334,0.24,0.33,0.36,0.38,0.17,0.19
2016/01/07,['nan' '0.19' '0.17' '0.4' '0.36' '0.35' '0.23'],0.2833333333333334,0.23,0.35,0.36,0.4,0.17,0.19
2016/01/08,['nan' '0.2' '0.17' '0.41' '0.38' '0.35' '0.23'],0.29000000000000004,0.23,0.35,0.38,0.41,0.17,0.2
2016/01/11,['nan' '0.25' '0.17' '0.41' '0.38' '0.33' '0.23'],0.295,0.23,0.33,0.38,0.41,0.17,0.25
2016/01/12,['nan' '0.27' '0.17' '0.38' '0.38' '0.35' '0.23'],0.2966666666666667,0.23,0.35,0.38,0.38,0.17,0.27
2016/01/13,['nan' '0.27' '0.17' '0.38' '0.38' '0.35' '0.24'],0.2983333333333334,0.24,0.35,0.38,0.38,0.17,0.27
2016/01/14,['nan' '0.27' '0.17' '0.38' '0.38' '0.35' '0.25'],0.30000000000000004,0.25,0.35,0.38,0.38,0.17,0.27
2016/01/15,['nan' '0.27' '0.2' '0.38' '0.38' '0.36' '0.24'],0.305,0.24,0.36,0.38,0.38,0.2,0.27
2016/01/18,['nan' '0.27' '0.24' '0.37' '0.38' '0.38' '0.25'],0.315,0.25,0.38,0.38,0.37,0.24,0.27
2016/01/19,['nan' '0.26' '0.25' '0.37' '0.38' '0.38' '0.24'],0.31333333333333335,0.24,0.38,0.38,0.37,0.25,0.26
2016/01/20,['nan' '0.26' '0.25' '0.37' '0.37' '0.38' '0.25'],0.3133333333333333,0.25,0.38,0.37,0.37,0.25,0.26
2016/01/21,['nan' '0.25' '0.25' '0.37' '0.37' '0.38' '0.25'],0.3116666666666667,0.25,0.38,0.37,0.37,0.25,0.25
2016/01/22,['nan' '0.24' '0.25' '0.37' '0.37' '0.38' '0.25'],0.31,0.25,0.38,0.37,0.37,0.25,0.24
2016/01/25,['nan' '0.24' '0.24' '0.37' '0.37' '0.38' '0.25'],0.30833333333333335,0.25,0.38,0.37,0.37,0.24,0.24
2016/01/26,['nan' '0.25' '0.25' '0.4' '0.36' '0.38' '0.26'],0.3166666666666667,0.26,0.38,0.36,0.4,0.25,0.25
2016/01/27,['nan' '0.27' '0.24' '0.5' '0.35' '0.38' '0.29'],0.3383333333333333,0.29,0.38,0.35,0.5,0.24,0.27
2016/01/28,['nan' '0.26' '0.24' '0.53' '0.36' '0.38' '0.42'],0.365,0.42,0.38,0.36,0.53,0.24,0.26
2016/01/29,['nan' '0.27' '0.25' '0.53' '0.35' '0.38' '0.43'],0.36833333333333335,0.43,0.38,0.35,0.53,0.25,0.27
2016/01/30,['nan' '0.27' '0.25' '0.54' '0.34' '0.38' '0.44'],0.37000000000000005,0.44,0.38,0.34,0.54,0.25,0.27
2016/02/01,['nan' '0.26' '0.26' '0.55' '0.34' '0.38' '0.44'],0.37166666666666665,0.44,0.38,0.34,0.55,0.26,0.26
2016/02/02,['nan' '0.26' '0.25' '0.55' '0.34' '0.38' '0.44'],0.37000000000000005,0.44,0.38,0.34,0.55,0.25,0.26
2016/02/03,['nan' '0.27' '0.25' '0.55' '0.34' '0.38' '0.44'],0.37166666666666665,0.44,0.38,0.34,0.55,0.25,0.27
2016/02/15,['nan' '0.27' '0.25' '0.57' '0.35' '0.37' '0.44'],0.375,0.44,0.37,0.35,0.57,0.25,0.27
2016/02/16,['nan' '0.27' '0.24' '0.55' '0.36' '0.36' '0.44'],0.36999999999999994,0.44,0.36,0.36,0.55,0.24,0.27
2016/02/17,['nan' '0.27' '0.24' '0.57' '0.37' '0.36' '0.44'],0.375,0.44,0.36,0.37,0.57,0.24,0.27
2016/02/18,['nan' '0.27' '0.25' '0.6' '0.43' '0.36' '0.45'],0.39333333333333337,0.45,0.36,0.43,0.6,0.25,0.27
2016/02/19,['nan' '0.27' '0.25' '0.6' '0.48' '0.36' '0.45'],0.40166666666666667,0.45,0.36,0.48,0.6,0.25,0.27
2016/02/22,['nan' '0.27' '0.25' '0.6' '0.5' '0.36' '0.45'],0.405,0.45,0.36,0.5,0.6,0.25,0.27
2016/02/23,['nan' '0.27' '0.25' '0.59' '0.5' '0.36' '0.45'],0.4033333333333333,0.45,0.36,0.5,0.59,0.25,0.27
2016/02/24,['nan' '0.27' '0.25' '0.6' '0.5' '0.35' '0.45'],0.4033333333333334,0.45,0.35,0.5,0.6,0.25,0.27
2016/02/25,['nan' '0.27' '0.25' '0.6' '0.51' '0.35' '0.45'],0.405,0.45,0.35,0.51,0.6,0.25,0.27
2016/02/26,['nan' '0.27' '0.24' '0.6' '0.51' '0.34' '0.45'],0.40166666666666667,0.45,0.34,0.51,0.6,0.24,0.27
2016/03/01,['nan' '0.27' '0.25' '0.6' '0.51' '0.36' '0.45'],0.40666666666666673,0.45,0.36,0.51,0.6,0.25,0.27
2016/03/02,['nan' '0.27' '0.25' '0.6' '0.51' '0.36' '0.45'],0.40666666666666673,0.45,0.36,0.51,0.6,0.25,0.27
2016/03/03,['nan' '0.27' '0.24' '0.6' '0.51' '0.37' '0.44'],0.40499999999999997,0.44,0.37,0.51,0.6,0.24,0.27
2016/03/04,['nan' '0.28' '0.24' '0.58' '0.51' '0.52' '0.44'],0.4283333333333333,0.44,0.52,0.51,0.58,0.24,0.28
2016/03/07,['nan' '0.28' '0.25' '0.59' '0.51' '0.52' '0.44'],0.4316666666666667,0.44,0.52,0.51,0.59,0.25,0.28
2016/03/08,['nan' '0.28' '0.25' '0.6' '0.51' '0.52' '0.44'],0.43333333333333335,0.44,0.52,0.51,0.6,0.25,0.28
2016/03/09,['nan' '0.28' '0.25' '0.6' '0.51' '0.5' '0.43'],0.4283333333333333,0.43,0.5,0.51,0.6,0.25,0.28
2016/03/10,['nan' '0.28' '0.26' '0.61' '0.51' '0.52' '0.43'],0.435,0.43,0.52,0.51,0.61,0.26,0.28
2016/03/11,['nan' '0.28' '0.26' '0.61' '0.51' '0.52' '0.43'],0.435,0.43,0.52,0.51,0.61,0.26,0.28
2016/03/14,['nan' '0.28' '0.25' '0.6' '0.51' '0.52' '0.43'],0.4316666666666667,0.43,0.52,0.51,0.6,0.25,0.28
2016/03/15,['nan' '0.28' '0.25' '0.6' '0.51' '0.52' '0.43'],0.4316666666666667,0.43,0.52,0.51,0.6,0.25,0.28
2016/03/16,['nan' '0.28' '0.25' '0.6' '0.51' '0.52' '0.43'],0.4316666666666667,0.43,0.52,0.51,0.6,0.25,0.28
2016/03/17,['nan' '0.28' '0.25' '0.6' '0.51' '0.52' '0.43'],0.4316666666666667,0.43,0.52,0.51,0.6,0.25,0.28
2016/03/18,['nan' '0.28' '0.26' '0.6' '0.51' '0.5' '0.43'],0.4300000000000001,0.43,0.5,0.51,0.6,0.26,0.28
2016/03/21,['nan' '0.28' '0.26' '0.6' '0.51' '0.52' '0.43'],0.43333333333333335,0.43,0.52,0.51,0.6,0.26,0.28
2016/03/22,['nan' '0.28' '0.27' '0.6' '0.51' '0.53' '0.43'],0.4366666666666667,0.43,0.53,0.51,0.6,0.27,0.28
2016/03/23,['nan' '0.28' '0.27' '0.6' '0.51' '0.53' '0.43'],0.4366666666666667,0.43,0.53,0.51,0.6,0.27,0.28
2016/03/24,['nan' '0.28' '0.26' '0.6' '0.51' '0.53' '0.43'],0.43500000000000005,0.43,0.53,0.51,0.6,0.26,0.28
2016/03/25,['nan' '0.28' '0.27' '0.6' '0.51' '0.53' '0.43'],0.4366666666666667,0.43,0.53,0.51,0.6,0.27,0.28
2016/03/28,['nan' '0.29' '0.27' '0.6' '0.51' '0.53' '0.45'],0.4416666666666667,0.45,0.53,0.51,0.6,0.27,0.29
2016/03/29,['nan' '0.29' '0.27' '0.6' '0.51' '0.53' '0.58'],0.4633333333333334,0.58,0.53,0.51,0.6,0.27,0.29
2016/03/30,['nan' '0.29' '0.27' '0.6' '0.51' '0.53' '0.58'],0.4633333333333334,0.58,0.53,0.51,0.6,0.27,0.29
2016/03/31,['nan' '0.29' '0.27' '0.6' '0.51' '0.53' '0.58'],0.4633333333333334,0.58,0.53,0.51,0.6,0.27,0.29
2016/04/01,['nan' '0.99' '0.98' '1.0' '1.0' '1.0' '0.96'],0.9883333333333333,0.96,1.0,1.0,1.0,0.98,0.99
2016/04/06,['nan' '0.99' '0.99' '1.0' '0.99' '1.0' '0.96'],0.9883333333333333,0.96,1.0,0.99,1.0,0.99,0.99
2016/04/07,['nan' '0.99' '0.99' '0.99' '0.99' '0.99' '0.96'],0.985,0.96,0.99,0.99,0.99,0.99,0.99
2016/04/08,['nan' '0.99' '0.99' '0.99' '0.99' '0.99' '0.96'],0.985,0.96,0.99,0.99,0.99,0.99,0.99
2016/04/11,['nan' '0.99' '0.98' '0.99' '0.99' '0.96' '0.96'],0.9783333333333334,0.96,0.96,0.99,0.99,0.98,0.99
2016/04/12,['nan' '0.98' '0.98' '0.99' '0.99' '0.95' '0.96'],0.9750000000000001,0.96,0.95,0.99,0.99,0.98,0.98
2016/04/13,['nan' '0.98' '0.97' '0.99' '0.99' '0.96' '0.96'],0.975,0.96,0.96,0.99,0.99,0.97,0.98
2016/04/14,['nan' '0.97' '0.97' '0.99' '0.99' '0.97' '0.95'],0.9733333333333333,0.95,0.97,0.99,0.99,0.97,0.97
2016/04/15,['nan' '0.96' '0.96' '0.99' '0.99' '0.97' '0.95'],0.9700000000000001,0.95,0.97,0.99,0.99,0.96,0.96
2016/04/18,['nan' '0.94' '0.95' '0.99' '0.99' '0.97' '0.95'],0.965,0.95,0.97,0.99,0.99,0.95,0.94
2016/04/19,['nan' '0.96' '0.96' '0.99' '0.99' '0.97' '0.95'],0.9700000000000001,0.95,0.97,0.99,0.99,0.96,0.96
2016/04/20,['nan' '0.96' '0.96' '0.99' '0.99' '0.97' '0.93'],0.9666666666666667,0.93,0.97,0.99,0.99,0.96,0.96
2016/04/21,['nan' '0.97' '0.95' '0.99' '0.98' '0.97' '0.93'],0.965,0.93,0.97,0.98,0.99,0.95,0.97
2016/04/22,['nan' '0.96' '0.94' '0.98' '0.98' '0.97' '0.93'],0.96,0.93,0.97,0.98,0.98,0.94,0.96
2016/04/25,['nan' '0.95' '0.95' '0.97' '0.98' '0.97' '0.93'],0.9583333333333334,0.93,0.97,0.98,0.97,0.95,0.95
2016/04/26,['nan' '0.95' '0.95' '0.97' '0.98' '0.97' '0.93'],0.9583333333333334,0.93,0.97,0.98,0.97,0.95,0.95
2016/04/27,['nan' '0.94' '0.94' '0.97' '0.98' '0.97' '0.93'],0.955,0.93,0.97,0.98,0.97,0.94,0.94
2016/04/28,['nan' '0.95' '0.94' '0.96' '0.98' '0.97' '0.93'],0.955,0.93,0.97,0.98,0.96,0.94,0.95
2016/04/29,['nan' '0.95' '0.93' '0.96' '0.98' '0.97' '0.93'],0.9533333333333333,0.93,0.97,0.98,0.96,0.93,0.95
2016/05/03,['nan' '0.94' '0.92' '0.96' '0.98' '0.96' '0.93'],0.9483333333333333,0.93,0.96,0.98,0.96,0.92,0.94
2016/05/04,['nan' '0.94' '0.93' '0.95' '0.98' '0.96' '0.92'],0.9466666666666667,0.92,0.96,0.98,0.95,0.93,0.94
2016/05/05,['nan' '0.92' '0.93' '0.95' '0.98' '0.96' '0.92'],0.9433333333333334,0.92,0.96,0.98,0.95,0.93,0.92
2016/05/06,['nan' '0.9' '0.93' '0.95' '0.97' '0.96' '0.91'],0.9366666666666666,0.91,0.96,0.97,0.95,0.93,0.9
2016/05/09,['nan' '0.9' '0.93' '0.95' '0.97' '0.96' '0.9'],0.935,0.9,0.96,0.97,0.95,0.93,0.9
2016/05/10,['nan' '0.9' '0.93' '0.95' '0.97' '0.96' '0.9'],0.935,0.9,0.96,0.97,0.95,0.93,0.9
2016/05/11,['nan' '0.91' '0.93' '0.95' '0.96' '0.95' '0.9'],0.9333333333333335,0.9,0.95,0.96,0.95,0.93,0.91
2016/05/12,['nan' '0.91' '0.88' '0.95' '0.96' '0.95' '0.9'],0.9250000000000002,0.9,0.95,0.96,0.95,0.88,0.91
2016/05/13,['nan' '0.91' '0.88' '0.94' '0.95' '0.93' '0.89'],0.9166666666666665,0.89,0.93,0.95,0.94,0.88,0.91
2016/05/16,['nan' '0.9' '0.88' '0.92' '0.95' '0.93' '0.89'],0.9116666666666666,0.89,0.93,0.95,0.92,0.88,0.9
2016/05/17,['nan' '0.89' '0.83' '0.93' '0.95' '0.93' '0.89'],0.9033333333333332,0.89,0.93,0.95,0.93,0.83,0.89
2016/05/18,['nan' '0.89' '0.83' '0.93' '0.95' '0.93' '0.89'],0.9033333333333332,0.89,0.93,0.95,0.93,0.83,0.89
2016/05/19,['nan' '0.89' '0.82' '0.93' '0.94' '0.94' '0.89'],0.9016666666666665,0.89,0.94,0.94,0.93,0.82,0.89
2016/05/20,['nan' '0.89' '0.81' '0.92' '0.94' '0.94' '0.89'],0.8983333333333333,0.89,0.94,0.94,0.92,0.81,0.89
2016/05/23,['nan' '0.9' '0.79' '0.92' '0.94' '0.93' '0.84'],0.8866666666666666,0.84,0.93,0.94,0.92,0.79,0.9
2016/05/24,['nan' '0.89' '0.8' '0.9' '0.94' '0.93' '0.88'],0.89,0.88,0.93,0.94,0.9,0.8,0.89
2016/05/25,['nan' '0.89' '0.79' '0.91' '0.92' '0.93' '0.88'],0.8866666666666667,0.88,0.93,0.92,0.91,0.79,0.89
2016/05/26,['nan' '0.88' '0.79' '0.91' '0.92' '0.93' '0.87'],0.8833333333333333,0.87,0.93,0.92,0.91,0.79,0.88
2016/05/27,['nan' '0.85' '0.79' '0.9' '0.9' '0.93' '0.81'],0.8633333333333333,0.81,0.93,0.9,0.9,0.79,0.85
2016/05/30,['nan' '0.87' '0.8' '0.87' '0.9' '0.93' '0.81'],0.8633333333333333,0.81,0.93,0.9,0.87,0.8,0.87
2016/05/31,['nan' '0.84' '0.8' '0.89' '0.89' '0.92' '0.81'],0.8583333333333334,0.81,0.92,0.89,0.89,0.8,0.84
2016/06/01,['nan' '0.87' '0.98' '0.97' '0.97' '0.96' '0.97'],0.9533333333333333,0.97,0.96,0.97,0.97,0.98,0.87
2016/06/02,['nan' '0.83' '0.98' '0.94' '0.96' '0.96' '0.95'],0.9366666666666666,0.95,0.96,0.96,0.94,0.98,0.83
2016/06/03,['nan' '0.85' '0.98' '0.98' '0.96' '0.95' '0.94'],0.9433333333333334,0.94,0.95,0.96,0.98,0.98,0.85
2016/06/04,['nan' '0.82' '0.96' '0.96' '0.95' '0.93' '0.95'],0.9283333333333332,0.95,0.93,0.95,0.96,0.96,0.82
2016/06/06,['nan' '0.8' '0.9' '0.99' '0.95' '0.92' '0.95'],0.9183333333333334,0.95,0.92,0.95,0.99,0.9,0.8
2016/06/07,['nan' '0.78' '0.89' '0.98' '0.89' '0.91' '0.94'],0.8983333333333334,0.94,0.91,0.89,0.98,0.89,0.78
2016/06/08,['nan' '0.78' '0.89' '0.93' '0.91' '0.91' '0.93'],0.8916666666666666,0.93,0.91,0.91,0.93,0.89,0.78
2016/06/13,['nan' '0.77' '0.9' '0.87' '0.91' '0.91' '0.92'],0.88,0.92,0.91,0.91,0.87,0.9,0.77
2016/06/14,['nan' '0.75' '0.9' '0.87' '0.91' '0.88' '0.92'],0.8716666666666667,0.92,0.88,0.91,0.87,0.9,0.75
2016/06/15,['nan' '0.72' '0.88' '0.85' '0.94' '0.86' '0.91'],0.86,0.91,0.86,0.94,0.85,0.88,0.72
2016/06/16,['nan' '0.72' '0.88' '0.85' '0.95' '0.87' '0.9'],0.8616666666666668,0.9,0.87,0.95,0.85,0.88,0.72
2016/06/17,['nan' '0.71' '0.88' '0.86' '0.93' '0.86' '0.9'],0.8566666666666668,0.9,0.86,0.93,0.86,0.88,0.71
2016/06/20,['nan' '0.7' '0.88' '0.87' '0.92' '0.86' '0.9'],0.8550000000000001,0.9,0.86,0.92,0.87,0.88,0.7
2016/06/21,['nan' '0.7' '0.84' '0.87' '0.94' '0.87' '0.9'],0.8533333333333334,0.9,0.87,0.94,0.87,0.84,0.7
2016/06/22,['nan' '0.7' '0.83' '0.87' '0.92' '0.89' '0.89'],0.85,0.89,0.89,0.92,0.87,0.83,0.7
2016/06/23,['nan' '0.7' '0.82' '0.87' '0.93' '0.88' '0.89'],0.8483333333333333,0.89,0.88,0.93,0.87,0.82,0.7
2016/06/24,['nan' '0.7' '0.8' '0.87' '0.93' '0.89' '0.89'],0.8466666666666667,0.89,0.89,0.93,0.87,0.8,0.7
2016/06/27,['nan' '0.7' '0.8' '0.86' '0.94' '0.89' '0.89'],0.8466666666666666,0.89,0.89,0.94,0.86,0.8,0.7
2016/06/28,['nan' '0.68' '0.79' '0.86' '0.95' '0.89' '0.88'],0.8416666666666667,0.88,0.89,0.95,0.86,0.79,0.68
2016/06/29,['nan' '0.67' '0.78' '0.85' '0.97' '0.87' '0.89'],0.8383333333333334,0.89,0.87,0.97,0.85,0.78,0.67
2016/06/30,['nan' '0.67' '0.78' '0.86' '0.97' '0.89' '0.89'],0.8433333333333333,0.89,0.89,0.97,0.86,0.78,0.67
2016/07/01,['nan' '0.67' '0.78' '0.86' '0.97' '0.89' '0.89'],0.8433333333333333,0.89,0.89,0.97,0.86,0.78,0.67
2016/07/04,['nan' '0.65' '0.79' '0.83' '0.97' '0.89' '0.87'],0.8333333333333334,0.87,0.89,0.97,0.83,0.79,0.65
2016/07/05,['nan' '0.65' '0.77' '0.82' '0.97' '0.89' '0.86'],0.8266666666666667,0.86,0.89,0.97,0.82,0.77,0.65
2016/07/06,['nan' '0.65' '0.78' '0.83' '0.98' '0.88' '0.87'],0.8316666666666667,0.87,0.88,0.98,0.83,0.78,0.65
2016/07/07,['nan' '0.65' '0.79' '0.83' '0.94' '0.88' '0.87'],0.8266666666666667,0.87,0.88,0.94,0.83,0.79,0.65
2016/07/11,['nan' '0.65' '0.74' '0.85' '0.94' '0.88' '0.87'],0.8216666666666668,0.87,0.88,0.94,0.85,0.74,0.65
2016/07/12,['nan' '0.66' '0.75' '0.85' '0.93' '0.87' '0.86'],0.8200000000000002,0.86,0.87,0.93,0.85,0.75,0.66
2016/07/13,['nan' '0.64' '0.74' '0.83' '0.9' '0.88' '0.85'],0.8066666666666666,0.85,0.88,0.9,0.83,0.74,0.64
2016/07/14,['nan' '0.63' '0.74' '0.84' '0.89' '0.88' '0.85'],0.805,0.85,0.88,0.89,0.84,0.74,0.63
2016/07/15,['nan' '0.66' '0.74' '0.83' '0.88' '0.88' '0.85'],0.8066666666666666,0.85,0.88,0.88,0.83,0.74,0.66
2016/07/18,['nan' '0.64' '0.73' '0.83' '0.88' '0.89' '0.85'],0.8033333333333333,0.85,0.89,0.88,0.83,0.73,0.64
2016/07/19,['nan' '0.68' '0.75' '0.83' '0.89' '0.88' '0.85'],0.8133333333333334,0.85,0.88,0.89,0.83,0.75,0.68
2016/07/20,['nan' '0.66' '0.75' '0.72' '0.9' '0.84' '0.86'],0.7883333333333332,0.86,0.84,0.9,0.72,0.75,0.66
2016/07/21,['nan' '0.65' '0.75' '0.71' '0.9' '0.84' '0.85'],0.7833333333333332,0.85,0.84,0.9,0.71,0.75,0.65
2016/07/22,['nan' '0.68' '0.75' '0.71' '0.9' '0.82' '0.85'],0.785,0.85,0.82,0.9,0.71,0.75,0.68
2016/07/25,['nan' '0.68' '0.75' '0.74' '0.86' '0.82' '0.82'],0.7783333333333333,0.82,0.82,0.86,0.74,0.75,0.68
2016/07/26,['nan' '0.68' '0.76' '0.72' '0.86' '0.81' '0.82'],0.775,0.82,0.81,0.86,0.72,0.76,0.68
2016/07/27,['nan' '0.69' '0.76' '0.72' '0.85' '0.8' '0.82'],0.7733333333333334,0.82,0.8,0.85,0.72,0.76,0.69
2016/07/28,['nan' '0.68' '0.75' '0.74' '0.78' '0.8' '0.81'],0.7600000000000001,0.81,0.8,0.78,0.74,0.75,0.68
2016/07/29,['nan' '0.67' '0.76' '0.73' '0.79' '0.79' '0.81'],0.7583333333333334,0.81,0.79,0.79,0.73,0.76,0.67
2016/08/01,['nan' '0.67' '0.76' '0.72' '0.79' '0.8' '0.81'],0.7583333333333334,0.81,0.8,0.79,0.72,0.76,0.67
2016/08/02,['nan' '0.67' '0.76' '0.75' '0.78' '0.8' '0.84'],0.7666666666666666,0.84,0.8,0.78,0.75,0.76,0.67
2016/08/03,['nan' '0.67' '0.77' '0.75' '0.78' '0.8' '0.82'],0.765,0.82,0.8,0.78,0.75,0.77,0.67
2016/08/04,['nan' '0.68' '0.76' '0.75' '0.78' '0.8' '0.81'],0.7633333333333333,0.81,0.8,0.78,0.75,0.76,0.68
2016/08/05,['nan' '0.65' '0.75' '0.74' '0.77' '0.78' '0.79'],0.7466666666666666,0.79,0.78,0.77,0.74,0.75,0.65
2016/08/08,['nan' '0.64' '0.76' '0.76' '0.78' '0.79' '0.77'],0.75,0.77,0.79,0.78,0.76,0.76,0.64
2016/08/09,['nan' '0.62' '0.75' '0.75' '0.79' '0.78' '0.77'],0.7433333333333335,0.77,0.78,0.79,0.75,0.75,0.62
2016/08/10,['nan' '0.62' '0.76' '0.75' '0.78' '0.78' '0.77'],0.7433333333333335,0.77,0.78,0.78,0.75,0.76,0.62
2016/08/11,['nan' '0.62' '0.75' '0.75' '0.78' '0.78' '0.77'],0.7416666666666668,0.77,0.78,0.78,0.75,0.75,0.62
2016/08/12,['nan' '0.63' '0.75' '0.72' '0.76' '0.78' '0.77'],0.735,0.77,0.78,0.76,0.72,0.75,0.63
2016/08/15,['nan' '0.62' '0.75' '0.72' '0.78' '0.76' '0.78'],0.735,0.78,0.76,0.78,0.72,0.75,0.62
2016/08/16,['nan' '0.62' '0.75' '0.73' '0.76' '0.79' '0.76'],0.735,0.76,0.79,0.76,0.73,0.75,0.62
2016/08/17,['nan' '0.64' '0.75' '0.76' '0.77' '0.79' '0.78'],0.7483333333333334,0.78,0.79,0.77,0.76,0.75,0.64
2016/08/18,['nan' '0.64' '0.75' '0.76' '0.8' '0.79' '0.78'],0.7533333333333334,0.78,0.79,0.8,0.76,0.75,0.64
2016/08/19,['nan' '0.64' '0.73' '0.75' '0.76' '0.78' '0.78'],0.7400000000000001,0.78,0.78,0.76,0.75,0.73,0.64
2016/08/22,['nan' '0.64' '0.73' '0.74' '0.78' '0.78' '0.78'],0.7416666666666668,0.78,0.78,0.78,0.74,0.73,0.64
2016/08/23,['nan' '0.64' '0.72' '0.74' '0.79' '0.78' '0.78'],0.7416666666666667,0.78,0.78,0.79,0.74,0.72,0.64
2016/08/24,['nan' '0.63' '0.72' '0.73' '0.8' '0.78' '0.78'],0.7400000000000001,0.78,0.78,0.8,0.73,0.72,0.63
2016/08/25,['nan' '0.63' '0.72' '0.73' '0.79' '0.78' '0.77'],0.7366666666666667,0.77,0.78,0.79,0.73,0.72,0.63
2016/08/26,['nan' '0.63' '0.72' '0.71' '0.79' '0.78' '0.75'],0.73,0.75,0.78,0.79,0.71,0.72,0.63
2016/08/29,['nan' '0.62' '0.72' '0.71' '0.76' '0.78' '0.75'],0.7233333333333333,0.75,0.78,0.76,0.71,0.72,0.62
2016/08/30,['nan' '0.63' '0.72' '0.71' '0.77' '0.78' '0.75'],0.7266666666666667,0.75,0.78,0.77,0.71,0.72,0.63
2016/08/31,['nan' '0.63' '0.72' '0.71' '0.77' '0.79' '0.77'],0.7316666666666668,0.77,0.79,0.77,0.71,0.72,0.63
2016/09/01,['nan' '1.0' '1.0' '1.0' '0.99' '0.99' '0.99'],0.9950000000000001,0.99,0.99,0.99,1.0,1.0,1.0
2016/09/02,['nan' '0.86' '1.0' '1.0' '0.97' '0.99' '0.99'],0.9683333333333334,0.99,0.99,0.97,1.0,1.0,0.86
2016/09/05,['nan' '1.0' '1.0' '1.0' '0.98' '0.99' '0.96'],0.9883333333333333,0.96,0.99,0.98,1.0,1.0,1.0
2016/09/06,['nan' '1.0' '1.0' '1.0' '0.97' '0.99' '0.92'],0.98,0.92,0.99,0.97,1.0,1.0,1.0
2016/09/07,['nan' '1.0' '1.0' '1.0' '0.97' '0.99' '0.86'],0.9700000000000001,0.86,0.99,0.97,1.0,1.0,1.0
2016/09/08,['nan' '1.0' '1.0' '1.0' '0.96' '0.98' '0.85'],0.9649999999999999,0.85,0.98,0.96,1.0,1.0,1.0
2016/09/09,['nan' '1.0' '1.0' '1.0' '0.96' '0.97' '0.84'],0.9616666666666666,0.84,0.97,0.96,1.0,1.0,1.0
2016/09/10,['nan' '1.0' '1.0' '1.0' '0.96' '0.97' '0.84'],0.9616666666666666,0.84,0.97,0.96,1.0,1.0,1.0
2016/09/12,['nan' '1.0' '1.0' '1.0' '0.96' '0.97' '0.83'],0.96,0.83,0.97,0.96,1.0,1.0,1.0
2016/09/13,['nan' '1.0' '1.0' '1.0' '0.96' '0.96' '0.83'],0.9583333333333334,0.83,0.96,0.96,1.0,1.0,1.0
2016/09/14,['nan' '1.0' '1.0' '1.0' '0.96' '0.96' '0.82'],0.9566666666666667,0.82,0.96,0.96,1.0,1.0,1.0
2016/09/19,['nan' '1.0' '0.99' '1.0' '0.96' '0.96' '0.81'],0.9533333333333335,0.81,0.96,0.96,1.0,0.99,1.0
